data_year,groupb_arrestee_id,weapon_code,weapon_id
2024,54088323,01,51
2024,54089062,01,51
2024,54088868,01,51
2024,55843354,01,51
2024,55841677,01,51
2024,55841368,01,51
2024,55839639,14,13
2024,55844732,01,51
2024,55844742,01,51
2024,55845531,01,51
2024,55844737,01,51
2024,56646846,01,51
2024,53700263,01,51
2024,53699624,01,51
2024,53700394,12,5
2024,53700293,01,51
2024,53700927,01,51
2024,53700266,01,51
2024,53700888,01,51
2024,53701295,01,51
2024,53702043,01,51
2024,53702710,01,51
2024,53699592,01,51
2024,53699562,01,51
2024,53699555,01,51
2024,53700289,01,51
2024,53700295,01,51
2024,53701995,01,51
2024,53701304,01,51
2024,53702705,01,51
2024,53702719,01,51
2024,53701329,01,51
2024,53701302,01,51
2024,53701322,01,51
2024,53702602,01,51
2024,53702012,01,51
2024,53700386,01,51
2024,53700390,01,51
2024,53701271,01,51
2024,53701279,01,51
2024,53701311,01,51
2024,53700304,01,51
2024,53702788,01,51
2024,53702901,01,51
2024,53703072,01,51
2024,53699679,01,51
2024,53699695,01,51
2024,53700369,01,51
2024,53699597,01,51
2024,53699604,01,51
2024,53699620,01,51
2024,53700915,01,51
2024,53700926,01,51
2024,53701946,01,51
2024,53700332,01,51
2024,53702766,01,51
2024,53702798,01,51
2024,53703385,01,51
2024,53699568,01,51
2024,53699653,01,51
2024,53700301,01,51
2024,53702649,01,51
2024,53703294,01,51
2024,53699567,01,51
2024,53700271,01,51
2024,53700292,01,51
2024,53699587,01,51
2024,53699609,01,51
2024,53700909,01,51
2024,53700277,01,51
2024,53699589,01,51
2024,53699635,01,51
2024,53699625,01,51
2024,53700265,01,51
2024,53700274,01,51
2024,53700865,01,51
2024,53699655,01,51
2024,53699737,01,51
2024,53700389,01,51
2024,53702923,01,51
2024,53699652,01,51
2024,53702886,01,51
2024,53703276,01,51
2024,53700297,01,51
2024,53700318,01,51
2024,53702693,01,51
2024,53702879,01,51
2024,53700269,01,51
2024,53702621,01,51
2024,53703309,01,51
2024,53699591,01,51
2024,53701999,01,51
2024,53702707,01,51
2024,53699665,01,51
2024,53700308,01,51
2024,53702862,01,51
2024,53702896,01,51
2024,53699692,01,51
2024,53700278,01,51
2024,53701961,01,51
2024,53702096,01,51
2024,53702611,01,51
2024,53702889,01,51
2024,53703064,01,51
2024,53703077,01,51
2024,53703184,01,51
2024,53703282,01,51
2024,53703389,01,51
2024,53703409,01,51
2024,53699610,01,51
2024,53700834,01,51
2024,53700838,01,51
2024,53701987,01,51
2024,53702007,01,51
2024,53702636,01,51
2024,53702704,01,51
2024,53702715,01,51
2024,53703375,16,52
2024,53700305,01,51
2024,53700862,01,51
2024,53702684,01,51
2024,53702863,01,51
2024,53702899,01,51
2024,53703288,01,51
2024,53702876,01,51
2024,53703057,01,51
2024,53703290,01,51
2024,53703357,01,51
2024,53703381,01,51
2024,53699583,01,51
2024,53699606,01,51
2024,53701276,01,51
2024,53701281,01,51
2024,53703048,01,51
2024,53703075,01,51
2024,53703209,01,51
2024,53699575,01,51
2024,53699584,01,51
2024,53699647,01,51
2024,53702617,01,51
2024,53702644,01,51
2024,53702768,01,51
2024,53702790,01,51
2024,53703084,01,51
2024,53699631,01,51
2024,53699646,01,51
2024,53700837,01,51
2024,53701236,01,51
2024,53702724,01,51
2024,53702739,01,51
2024,53700270,01,51
2024,53702871,01,51
2024,53703186,01,51
2024,53703317,01,51
2024,53702695,01,51
2024,53699582,12,5
2024,53699603,01,51
2024,53702023,01,51
2024,53702050,01,51
2024,53702625,01,51
2024,53702665,01,51
2024,53700258,01,51
2024,53702017,01,51
2024,53702698,01,51
2024,53703063,01,51
2024,53699632,01,51
2024,53699654,01,51
2024,53699724,12,5
2024,53702631,01,51
2024,53702661,01,51
2024,53702775,01,51
2024,53702783,01,51
2024,53702795,01,51
2024,53701286,01,51
2024,53701292,01,51
2024,53701982,01,51
2024,53702720,01,51
2024,53703076,01,51
2024,53703079,01,51
2024,53703210,01,51
2024,53699660,01,51
2024,53702874,16,52
2024,53702703,01,51
2024,53699697,01,51
2024,53702646,01,51
2024,53702683,01,51
2024,53702873,01,51
2024,53703074,12,5
2024,53703103,01,51
2024,53700337,01,51
2024,53702666,01,51
2024,53702691,01,51
2024,53702906,01,51
2024,53703080,01,51
2024,53700284,01,51
2024,53700300,01,51
2024,53701977,01,51
2024,53700342,01,51
2024,53700373,01,51
2024,53702019,01,51
2024,53702729,01,51
2024,53703097,01,51
2024,53701356,01,51
2024,53702603,01,51
2024,53703287,01,51
2024,53700296,01,51
2024,53702875,01,51
2024,53703052,01,51
2024,53703379,01,51
2024,53700353,01,51
2024,53702031,01,51
2024,53703078,01,51
2024,53702595,01,51
2024,53703281,01,51
2024,53702622,01,51
2024,53702869,01,51
2024,53702892,01,51
2024,53700902,01,51
2024,53702914,01,51
2024,53703168,01,51
2024,53703192,16,52
2024,53703289,01,51
2024,53702688,01,51
2024,53702692,01,51
2024,53701290,01,51
2024,53702607,01,51
2024,53702629,01,51
2024,53703164,01,51
2024,53703174,01,51
2024,53703372,01,51
2024,53701231,01,51
2024,53701288,01,51
2024,53702776,01,51
2024,53703404,01,51
2024,53702006,01,51
2024,53702013,01,51
2024,53703299,01,51
2024,53701261,01,51
2024,53702911,01,51
2024,53702751,01,51
2024,53703062,01,51
2024,53703081,01,51
2024,53701337,01,51
2024,53702618,01,51
2024,53703185,01,51
2024,53703393,01,51
2024,53702015,01,51
2024,53702682,01,51
2024,53702915,01,51
2024,53702635,01,51
2024,53701283,01,51
2024,53701287,01,51
2024,53701293,01,51
2024,53702650,01,51
2024,53702663,01,51
2024,53703073,01,51
2024,53701376,01,51
2024,53702652,01,51
2024,53702664,01,51
2024,53702870,01,51
2024,53702925,01,51
2024,53703360,01,51
2024,53703368,01,51
2024,53703376,01,51
2024,53702637,01,51
2024,53702654,01,51
2024,53701996,01,51
2024,53702003,01,51
2024,53702610,01,51
2024,53702634,01,51
2024,53702645,01,51
2024,53703093,01,51
2024,53702678,01,51
2024,53703050,01,51
2024,53702677,01,51
2024,53702605,01,51
2024,53702613,01,51
2024,53702639,01,51
2024,53702619,01,51
2024,53702630,01,51
2024,53702674,01,51
2024,53702902,01,51
2024,53702638,01,51
2024,53702612,01,51
2024,53702878,01,51
2024,53703213,01,51
2024,53703330,01,51
2024,53702662,01,51
2024,53703275,01,51
2024,53703305,01,51
2024,53702659,01,51
2024,53703302,01,51
2024,53702598,01,51
2024,53702778,01,51
2024,53702789,01,51
2024,53703171,01,51
2024,53703190,01,51
2024,53702641,01,51
2024,53702909,01,51
2024,53702731,01,51
2024,53702685,01,51
2024,53702893,01,51
2024,53703178,01,51
2024,53703195,01,51
2024,53702697,01,51
2024,53703096,01,51
2024,53703105,01,51
2024,53703292,01,51
2024,53702706,01,51
2024,53702728,01,51
2024,53702922,01,51
2024,53703391,01,51
2024,53702872,01,51
2024,53702913,01,51
2024,53703129,01,51
2024,53702881,01,51
2024,53702918,01,51
2024,53703104,01,51
2024,53703296,01,51
2024,53702907,01,51
2024,53703280,01,51
2024,53703300,01,51
2024,53702924,01,51
2024,53703092,01,51
2024,53703283,01,51
2024,53703306,01,51
2024,53703284,11,1
2024,53703286,01,51
2024,53703180,01,51
2024,53703369,01,51
2024,53703387,01,51
2024,53703340,01,51
2024,53699605,01,51
2024,53700261,01,51
2024,53699611,01,51
2024,53700916,01,51
2024,53701275,01,51
2024,53700322,01,51
2024,53703086,01,51
2024,53703315,01,51
2024,53699675,01,51
2024,53701974,01,51
2024,53701986,01,51
2024,53703167,01,51
2024,53703314,01,51
2024,53699659,01,51
2024,53699681,01,51
2024,53700919,16,52
2024,53700939,01,51
2024,53702791,01,51
2024,53700349,01,51
2024,53702640,01,51
2024,53702655,01,51
2024,53703120,01,51
2024,53703408,01,51
2024,53701344,01,51
2024,53701354,01,51
2024,53701369,12,5
2024,53702005,01,51
2024,53702767,01,51
2024,53699621,01,51
2024,53700307,01,51
2024,53700312,01,51
2024,53702609,01,51
2024,53703100,01,51
2024,53702009,01,51
2024,53702026,01,51
2024,53702614,01,51
2024,53702643,01,51
2024,53702657,01,51
2024,53702675,01,51
2024,53702018,01,51
2024,53702628,01,51
2024,53702686,01,51
2024,53703065,01,51
2024,53703320,01,51
2024,53701247,01,51
2024,53702033,01,51
2024,53702740,01,51
2024,53702746,01,51
2024,53702681,01,51
2024,53702866,01,51
2024,53702890,01,51
2024,53699629,01,51
2024,53700317,01,51
2024,53702620,01,51
2024,53701316,01,51
2024,53701998,01,51
2024,53702014,01,51
2024,53702672,01,51
2024,53703107,01,51
2024,53702880,01,51
2024,53703307,01,51
2024,53700913,01,51
2024,53701294,01,51
2024,53702742,01,51
2024,53702781,01,51
2024,53703335,01,51
2024,53699579,01,51
2024,53699598,01,51
2024,53699622,01,51
2024,53702700,01,51
2024,53703066,01,51
2024,53699569,16,52
2024,53699608,01,51
2024,53703279,12,5
2024,53699717,01,51
2024,53700315,01,51
2024,53703311,01,51
2024,53700338,01,51
2024,53700396,01,51
2024,53702041,01,51
2024,53702653,01,51
2024,53702764,01,51
2024,53703328,01,51
2024,53700343,01,51
2024,53700354,01,51
2024,53700363,01,51
2024,53700885,01,51
2024,53701264,01,51
2024,53702615,01,51
2024,53702626,01,51
2024,53703163,01,51
2024,53700876,01,51
2024,53700892,01,51
2024,53702642,01,51
2024,53702656,01,51
2024,53702671,01,51
2024,53703199,01,51
2024,53700928,01,51
2024,53701273,01,51
2024,53702773,01,51
2024,53702787,01,51
2024,53700859,01,51
2024,53700868,01,51
2024,53701280,01,51
2024,53702765,01,51
2024,53702780,01,51
2024,53703274,01,51
2024,53700334,01,51
2024,53703172,01,51
2024,53699663,01,51
2024,53699672,01,51
2024,53700328,01,51
2024,53700879,16,52
2024,53703162,01,51
2024,53703196,01,51
2024,53701342,01,51
2024,53701346,01,51
2024,53702676,01,51
2024,54089107,01,51
2024,54089080,01,51
2024,54087965,01,51
2024,55841736,01,51
2024,55843920,01,51
2024,55840271,01,51
2024,55845311,01,51
2024,55839836,12,5
2024,56647384,01,51
2024,53699874,01,51
2024,53699881,01,51
2024,53699889,01,51
2024,53699884,01,51
2024,53700437,01,51
2024,53700533,01,51
2024,53700541,01,51
2024,53700986,01,51
2024,53702099,01,51
2024,53702129,01,51
2024,53702243,01,51
2024,53702726,01,51
2024,53699824,01,51
2024,53699895,01,51
2024,53700433,01,51
2024,53700446,01,51
2024,53699870,12,5
2024,53700507,01,51
2024,53700531,01,51
2024,53700539,01,51
2024,53699866,01,51
2024,53702083,01,51
2024,53702114,01,51
2024,53702263,01,51
2024,53702743,01,51
2024,53701430,01,51
2024,53701517,01,51
2024,53701545,01,51
2024,53701570,01,51
2024,53701583,01,51
2024,53702058,01,51
2024,53702069,01,51
2024,53702156,01,51
2024,53702208,01,51
2024,53699767,01,51
2024,53702716,16,52
2024,53702939,01,51
2024,53702950,01,51
2024,53702973,01,51
2024,53702279,01,51
2024,53702286,01,51
2024,53699817,01,51
2024,53700473,01,51
2024,53700483,01,51
2024,53699775,01,51
2024,53700430,01,51
2024,53700439,01,51
2024,53699896,01,51
2024,53700420,01,51
2024,53701375,01,51
2024,53701384,01,51
2024,53702087,01,51
2024,53702116,01,51
2024,53702735,01,51
2024,53703348,01,51
2024,53699780,01,51
2024,53699788,01,51
2024,53703082,01,51
2024,53703374,01,51
2024,53703402,01,51
2024,53699762,01,51
2024,53699785,01,51
2024,53699772,01,51
2024,53699792,01,51
2024,53699886,01,51
2024,53699897,01,51
2024,53699766,01,51
2024,53700999,01,51
2024,53702258,01,51
2024,53703347,01,51
2024,53702750,01,51
2024,53702181,01,51
2024,53702687,01,51
2024,53702738,01,51
2024,53703089,01,51
2024,53703142,01,51
2024,53699911,01,51
2024,53701491,01,51
2024,53700504,01,51
2024,53700513,01,51
2024,53701616,01,51
2024,53701624,01,51
2024,53703382,01,51
2024,53700401,01,51
2024,53700404,01,51
2024,53701405,01,51
2024,53701490,01,51
2024,53701513,01,51
2024,53703339,01,51
2024,53703373,01,51
2024,53703405,01,51
2024,53699739,01,51
2024,53700523,01,51
2024,53702112,01,51
2024,53702142,01,51
2024,53702814,01,51
2024,53702949,01,51
2024,53703147,01,51
2024,53699707,01,51
2024,53699794,01,51
2024,53700468,01,51
2024,53699723,01,51
2024,53700477,16,52
2024,53700529,01,51
2024,53702117,01,51
2024,53702800,01,51
2024,53702928,01,51
2024,53703345,01,51
2024,53703354,01,51
2024,53701372,01,51
2024,53703193,01,51
2024,53703338,01,51
2024,53702737,01,51
2024,53703148,01,51
2024,53699749,01,51
2024,53700517,01,51
2024,53702125,01,51
2024,53702680,01,51
2024,53702758,01,51
2024,53702940,12,5
2024,53703140,01,51
2024,53703310,01,51
2024,53703334,01,51
2024,53703344,16,52
2024,53703322,01,51
2024,53699833,01,51
2024,53702183,01,51
2024,53702221,01,51
2024,53702679,01,51
2024,53702699,01,51
2024,53703155,01,51
2024,53701612,01,51
2024,53701625,01,51
2024,53702812,01,51
2024,53702912,01,51
2024,53702932,01,51
2024,53702951,01,51
2024,53703395,01,51
2024,53703181,01,51
2024,53703189,01,51
2024,53700393,01,51
2024,53700438,01,51
2024,53700547,01,51
2024,53700556,01,51
2024,53700994,01,51
2024,53699860,01,51
2024,53702204,01,51
2024,53702239,01,51
2024,53703154,16,52
2024,53699771,01,51
2024,53700989,12,5
2024,53701536,01,51
2024,53701564,01,51
2024,53702086,01,51
2024,53702172,01,51
2024,53702792,01,51
2024,53700481,01,51
2024,53703136,01,51
2024,53703362,01,51
2024,53699734,01,51
2024,53699839,01,51
2024,53700445,01,51
2024,53700454,01,51
2024,53700463,01,51
2024,53702711,01,51
2024,53699820,01,51
2024,53699891,12,5
2024,53703346,11,1
2024,53703398,01,51
2024,53699849,01,51
2024,53699908,01,51
2024,53700993,01,51
2024,53703390,01,51
2024,53703403,01,51
2024,53699868,01,51
2024,53700411,01,51
2024,53701442,01,51
2024,53701501,01,51
2024,53701523,01,51
2024,53703332,01,51
2024,53703364,01,51
2024,53703396,01,51
2024,53699799,01,51
2024,53699803,01,51
2024,53699847,01,51
2024,53703131,01,51
2024,53700492,01,51
2024,53701392,01,51
2024,53702090,01,51
2024,53702709,01,51
2024,53702752,01,51
2024,53702808,01,51
2024,53700958,01,51
2024,53703108,01,51
2024,53703132,01,51
2024,53703169,01,51
2024,53703323,01,51
2024,53700452,01,51
2024,53700511,01,51
2024,53702275,01,51
2024,53702712,01,51
2024,53703384,01,51
2024,53702211,01,51
2024,53702741,01,51
2024,53702952,01,51
2024,53700432,01,51
2024,53703151,14,13
2024,53703351,01,51
2024,53701620,01,51
2024,53702815,01,51
2024,53702920,01,51
2024,53702941,01,51
2024,53700930,01,51
2024,53703293,01,51
2024,53701380,01,51
2024,53702730,01,51
2024,53700545,01,51
